Reviewed in the United States on December 1, 2020;4;Run a little too small;Run small so hubby can't wear them. Will just give away for now and order more another time.;Run a little too small,Run small so hubby can't wear them. Will just give away for now and order more another time.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on November 6, 2020;4;Nice product;Nice product;Nice product,Nice product;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on January 1, 2021;4;Nice but too wide for me.;Nice but too wide. Iâ€™d like a thin ring thatâ€™s not so bulky.;Nice but too wide for me.,Nice but too wide. Iâ€™d like a thin ring thatâ€™s not so bulky.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on October 19, 2020;4;Great price;Good product for the money;Great price,Good product for the money;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 22, 2021;4;Comfortable;I got the 7 pack for prime day deal size 8.5-9. They are super comfortable though just like the other reviews I would recommend buying one size up as it's a bit tight compared to a real size 9. I just recently went to a jeweler and got resized since I lost weight and found I went down a whole ring size from a 10. I was able to tell the mould used to form these left a few imperfections you can see close up. They are not expensive though and it what I was aiming for. Something that if I lose or break it then it's o big deal. The package came with another 50 off coupon which I'll use to get the larger size. One thing I forgot to mention is that on the instruction card it does say you can pull it to stretch it out if it's too small. I did try that and didn't get much more. I figured if I pulled it anymore it might break. It is a little looser now but still snug. We'll see if it returns to the original size.;Comfortable,I got the 7 pack for prime day deal size 8.5-9. They are super comfortable though just like the other reviews I would recommend buying one size up as it's a bit tight compared to a real size 9. I just recently went to a jeweler and got resized since I lost weight and found I went down a whole ring size from a 10. I was able to tell the mould used to form these left a few imperfections you can see close up. They are not expensive though and it what I was aiming for. Something that if I lose or break it then it's o big deal. The package came with another 50 off coupon which I'll use to get the larger size. One thing I forgot to mention is that on the instruction card it does say you can pull it to stretch it out if it's too small. I did try that and didn't get much more. I figured if I pulled it anymore it might break. It is a little looser now but still snug. We'll see if it returns to the original size.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on October 21, 2020;4;Size is a little off. Good warranty;Rings fit nice and havenâ€™t stretched yet. Finish on the rings is good quality. I like that the company has a happiness warranty on these rings. I bought the wrong size (chart on sellers page is off) I contacted them and had a code for free replacement within 2 hours. Didnâ€™t even ask me to send the wrong size rings back.;Size is a little off. Good warranty,Rings fit nice and havenâ€™t stretched yet. Finish on the rings is good quality. I like that the company has a happiness warranty on these rings. I bought the wrong size (chart on sellers page is off) I contacted them and had a code for free replacement within 2 hours. Didnâ€™t even ask me to send the wrong size rings back.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on November 7, 2020;4;Consider sizing down;Product as described. Comfortable. Only drawback was that we had to order 2 more times to get the right fit. We measured both his finger and his metal band. Consider sizing down one or two sizes.;Consider sizing down,Product as described. Comfortable. Only drawback was that we had to order 2 more times to get the right fit. We measured both his finger and his metal band. Consider sizing down one or two sizes.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on November 14, 2020;4;Bright red, not burgundy;I bought the black, navy, dark red and dark gray pack of rings as a Christmas present for my husband and the dark red seemed burgundy in the photos but it came as a candy-apple red, very disappointing!!!;Bright red, not burgundy,I bought the black, navy, dark red and dark gray pack of rings as a Christmas present for my husband and the dark red seemed burgundy in the photos but it came as a candy-apple red, very disappointing!!!;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on January 28, 2021;4;Itâ€™s coo;At first the ring barely fit me but then I followed the instructions of how to stretch the ring and after I did that it fit perfectly. I put the value for money at a 2/5 stars because I wished you guys had an all black ring(s) option I donâ€™t really like the other colors to be honest but overall it fits great and looks great.;Itâ€™s coo,At first the ring barely fit me but then I followed the instructions of how to stretch the ring and after I did that it fit perfectly. I put the value for money at a 2/5 stars because I wished you guys had an all black ring(s) option I donâ€™t really like the other colors to be honest but overall it fits great and looks great.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on April 19, 2021;4;Missing ring.;My fiancÃ© loves the feeling of the rings. Theyâ€™re very durable, but when we received the package, it has already been opened and a ring was missing from it. We ordered and payed for two rings, yet we only received three. Iâ€™ve also tried to reach out to the company and I have yet to hear a response.;Missing ring.,My fiancÃ© loves the feeling of the rings. Theyâ€™re very durable, but when we received the package, it has already been opened and a ring was missing from it. We ordered and payed for two rings, yet we only received three. Iâ€™ve also tried to reach out to the company and I have yet to hear a response.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on December 2, 2020;4;Great value, but may come in a different color;The only negative thing I have to saw about these is that the pack I bought isnâ€™t all black like in the picture. I got two black, one grey, and a marbled one.;Great value, but may come in a different color,The only negative thing I have to saw about these is that the pack I bought isnâ€™t all black like in the picture. I got two black, one grey, and a marbled one.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on August 20, 2020;4;Great Customer Service;Great customer service. Awesome price for the quality. So far no broken rings at all. I do seem to prefer my metal band however I am thinking I should've ordered a size bigger.;Great Customer Service,Great customer service. Awesome price for the quality. So far no broken rings at all. I do seem to prefer my metal band however I am thinking I should've ordered a size bigger.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on July 21, 2021;4;Larger than expected;Size was a bit large, but was able to exchange for the smaller size. Comfortable and decent quality;Larger than expected,Size was a bit large, but was able to exchange for the smaller size. Comfortable and decent quality;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on December 12, 2020;4;Pretty happy;Was exactly as expected! Fit as they should;Pretty happy,Was exactly as expected! Fit as they should;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on October 2, 2020;4;Good quality;Should have gotta a size 10 instead, I lil tight.;Good quality,Should have gotta a size 10 instead, I lil tight.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on August 24, 2020;4;Small but nice;Small but nice;Small but nice,Small but nice;;;;;;;;;;;;;;;;;;;;;
Reviewed in Canada on May 8, 2021;4;They Fit;Got these for my fiance. He plans to wear them at work once we're married. He tried them on and they seem to fit. He's 10.5 and I ordered 10 and that worked out for size.;They Fit,Got these for my fiance. He plans to wear them at work once we're married. He tried them on and they seem to fit. He's 10.5 and I ordered 10 and that worked out for size.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 4, 2020;5;Sizing Recommendation;Great silicone rings. They're very comfortable. Great value ... got seven rings at a price point well below the cost for similar rings and you only get one. These rings have the grooves cut on the inside of the ring which allows breathe-ability. For my titanium wedding band, I wear a size 9. The 8.5-9 size silicone rings were too tight so I returned them and got the 9.5-10 size. These fit better but were still a little on the tight size so I returned them and ordered the 10.5-11 size which is a perfect fit for these type rings. Since silicone is rubbery and adheres to your finger, you can go with a larger more comfortable size and it will stay on your finger. So for me, two sizes larger than my metal ring size was the right size for me with these silicone rings.;Sizing Recommendation,Great silicone rings. They're very comfortable. Great value ... got seven rings at a price point well below the cost for similar rings and you only get one. These rings have the grooves cut on the inside of the ring which allows breathe-ability. For my titanium wedding band, I wear a size 9. The 8.5-9 size silicone rings were too tight so I returned them and got the 9.5-10 size. These fit better but were still a little on the tight size so I returned them and ordered the 10.5-11 size which is a perfect fit for these type rings. Since silicone is rubbery and adheres to your finger, you can go with a larger more comfortable size and it will stay on your finger. So for me, two sizes larger than my metal ring size was the right size for me with these silicone rings.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on November 18, 2019;5;Best Silicon Rings!;Iâ€™ve owned a lot of silicone ring brands but these by far are my favorite! These are high quality and very affordable. The other brands caused my finger to turn white under the ring from moisture, but the groove in these rings keep it dry and comfortable! I would suggest to anyone!;Best Silicon Rings!,Iâ€™ve owned a lot of silicone ring brands but these by far are my favorite! These are high quality and very affordable. The other brands caused my finger to turn white under the ring from moisture, but the groove in these rings keep it dry and comfortable! I would suggest to anyone!;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on August 24, 2020;5;Perfect for those of us who lose rings;"I bought these after having lost my wedding ring. I put it down and forget where I leave it and I'm scrambling to find it. It took me the better part of two weeks to find the damn thing. I'm not kidding, I've lost my ring in my house, at the country club, the pool, amusement parks, literally everywhere. Anyway, I told my wife I will only wear it when we go out together and I was going to buy some of those silicone rings. They fit perfectly and are very comfortable; I couldn't even tell I was wearing it. I have large fingers (ring size 15), so if my sausage links aren't bothered by wearing one of these rings, I'd put money on it that you won't be disappointed with this purchase.";"Perfect for those of us who lose rings,I bought these after having lost my wedding ring. I put it down and forget where I leave it and I'm scrambling to find it. It took me the better part of two weeks to find the damn thing. I'm not kidding, I've lost my ring in my house, at the country club, the pool, amusement parks, literally everywhere. Anyway, I told my wife I will only wear it when we go out together and I was going to buy some of those silicone rings. They fit perfectly and are very comfortable; I couldn't even tell I was wearing it. I have large fingers (ring size 15), so if my sausage links aren't bothered by wearing one of these rings, I'd put money on it that you won't be disappointed with this purchase.";;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 27, 2020;5;Outstanding quality & Customer Service;This was the first time ordering a silicone wedding band, but reluctantly I gave it a try due to my job as a first responder and not wanting to mess up my gold wedding band. After reading all the reviews, Thunderfit seem to have an excellent reputation as being one of the best. Well, they certainly didn't disappoint ! I used the measuring technique they illustrated but when the rings arrived they seemed to be one size to big, I emailed their customer service and within a few days I received another order of the correct size, no questions asked. The quality is really good and I especially like the fact there designed to breath and not cause my finger to sweat. I've only been wearing the ring for a couple of weeks, but so far the quality and fit seem to be great.;Outstanding quality & Customer Service,This was the first time ordering a silicone wedding band, but reluctantly I gave it a try due to my job as a first responder and not wanting to mess up my gold wedding band. After reading all the reviews, Thunderfit seem to have an excellent reputation as being one of the best. Well, they certainly didn't disappoint ! I used the measuring technique they illustrated but when the rings arrived they seemed to be one size to big, I emailed their customer service and within a few days I received another order of the correct size, no questions asked. The quality is really good and I especially like the fact there designed to breath and not cause my finger to sweat. I've only been wearing the ring for a couple of weeks, but so far the quality and fit seem to be great.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on October 5, 2020;5;Buy one size up and stick with solid, non-metallic colors.;I injured my finger and the scar tissue made it to where my titanium band wouldnâ€™t fit comfortably anymore. I bought these because they were cheap and I needed something comfortable. I love them. A good selection of options for colors and designs. Theyâ€™re comfortable and they look nice. The metallic ones look a little cheap, so I would recommend sticking with the solid colors. My favorites are the black and the grey. Very nice product for the price. Oh, and MAKE SURE YOU BUY A SIZE UP FROM YOUR REGULAR SIZE! ðŸ‘ðŸ»;Buy one size up and stick with solid, non-metallic colors.,I injured my finger and the scar tissue made it to where my titanium band wouldnâ€™t fit comfortably anymore. I bought these because they were cheap and I needed something comfortable. I love them. A good selection of options for colors and designs. Theyâ€™re comfortable and they look nice. The metallic ones look a little cheap, so I would recommend sticking with the solid colors. My favorites are the black and the grey. Very nice product for the price. Oh, and MAKE SURE YOU BUY A SIZE UP FROM YOUR REGULAR SIZE! ðŸ‘ðŸ»;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on June 9, 2020;5;Looks great, thin, strong, BREATHABLE!;Absolutely love these rings. Sizing chart was accurate for men, fits perfectly. Ring is Breathable and doesn't irritate my skin and doesn't retain moisture under it after getting wet. I work construction so having a traditional ring was a no go as I'd ideally like to keep my fingers on my hand in case it gets caught on something. Love the colors as well! The ring is also very thin but strong. I've tried some other rings but were way too bulky. I tend to switch out colors occasionally depending on my mood. My wife makes fun of me for it but I don't care. Love it!;Looks great, thin, strong, BREATHABLE!,Absolutely love these rings. Sizing chart was accurate for men, fits perfectly. Ring is Breathable and doesn't irritate my skin and doesn't retain moisture under it after getting wet. I work construction so having a traditional ring was a no go as I'd ideally like to keep my fingers on my hand in case it gets caught on something. Love the colors as well! The ring is also very thin but strong. I've tried some other rings but were way too bulky. I tend to switch out colors occasionally depending on my mood. My wife makes fun of me for it but I don't care. Love it!;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on September 16, 2020;5;Great value compared to many others on the market.;"I got the 7 pack and really love them. They're super-comfortable and the textured inner surface of the ones that I selected add a little bit of ventilation and drainage so that I don't have to keep taking it on and off to let my finger ""air out"". Metal rings don't conform perfectly to your finger, so by their very nature, they allow a little bit of air to get under the ring. Silicone rings fit perfectly and as such, you may want 1 size larger than usual if you need a loose fit. My hands sweat a lot and other silicone rings I have tried caused my finger to ""prune"" under the ring. These particular ThunderFit rings have a ""tire-tread-like"" inner surface which allows enough ventilation to reduce that. At a fraction of the price of other brands, these rings work well, and I have so many colors I can coordinate with all my clothes! (and I don't even care about that!)";"Great value compared to many others on the market.,I got the 7 pack and really love them. They're super-comfortable and the textured inner surface of the ones that I selected add a little bit of ventilation and drainage so that I don't have to keep taking it on and off to let my finger ""air out"". Metal rings don't conform perfectly to your finger, so by their very nature, they allow a little bit of air to get under the ring. Silicone rings fit perfectly and as such, you may want 1 size larger than usual if you need a loose fit. My hands sweat a lot and other silicone rings I have tried caused my finger to ""prune"" under the ring. These particular ThunderFit rings have a ""tire-tread-like"" inner surface which allows enough ventilation to reduce that. At a fraction of the price of other brands, these rings work well, and I have so many colors I can coordinate with all my clothes! (and I don't even care about that!)";;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on August 8, 2020;5;Solid product at a great price;"I ordered silicone rings because my fingers were having a feeling of being ""jammed"" constantly while wearing my gold ring. The pack contained a navy, black, grey, and camo blue. I would have preferred another solid color but I normally wear the navy one. I have noticed I don't have the ""jammed"" feeling and really don't notice the feel of the ring on my finger (I still noticed the gold band after ten years of wearing it). I have found it is best to take it off when doing things in water, when able, because I think the air flow feature let's more water through and can slip the ring off. Overall, really happy with the product and the price.";"Solid product at a great price,I ordered silicone rings because my fingers were having a feeling of being ""jammed"" constantly while wearing my gold ring. The pack contained a navy, black, grey, and camo blue. I would have preferred another solid color but I normally wear the navy one. I have noticed I don't have the ""jammed"" feeling and really don't notice the feel of the ring on my finger (I still noticed the gold band after ten years of wearing it). I have found it is best to take it off when doing things in water, when able, because I think the air flow feature let's more water through and can slip the ring off. Overall, really happy with the product and the price.";;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on December 11, 2020;5;True to ring size;I ordered for my hubby. He canâ€™t wear his go.d band because he caught it on something, and really messed up his finger, his finger is still bigger than it use to be, I donâ€™t think his ring will ever fit again & his finger has hurt for months! I wish I would have ordered this for him to begin with, as gold rings are so dangerous for men to wear! At first I used the size guide using a piece of paper and the rings that came were just slightly too big. I think thatâ€™s because you donâ€™t make the paper as snug as a ring should fit when measuring. We returned the first set (of 4 different colors) and they told us to keep them. We re-ordered a size down which fit perfectly! Turns out I should have just ordered his true ring size to begin with! He absolutely loves his new rings! Especially since he can change colors, and or have spares if he looses it! As for wear, he has only had it for a day. I will update my review only if he has any problems in the future.;True to ring size,I ordered for my hubby. He canâ€™t wear his go.d band because he caught it on something, and really messed up his finger, his finger is still bigger than it use to be, I donâ€™t think his ring will ever fit again & his finger has hurt for months! I wish I would have ordered this for him to begin with, as gold rings are so dangerous for men to wear! At first I used the size guide using a piece of paper and the rings that came were just slightly too big. I think thatâ€™s because you donâ€™t make the paper as snug as a ring should fit when measuring. We returned the first set (of 4 different colors) and they told us to keep them. We re-ordered a size down which fit perfectly! Turns out I should have just ordered his true ring size to begin with! He absolutely loves his new rings! Especially since he can change colors, and or have spares if he looses it! As for wear, he has only had it for a day. I will update my review only if he has any problems in the future.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on August 12, 2020;5;Super comfortable rings at a great price!;I bought a QALO with a cool style. However, the ring was really tight and the lack of air flow made the base of my finger get pruney. These rings, however, have been great. They also have a great warranty that can't be beat. Their customer service is top-notch and their follow up blows QALO out of the water. I have yet to receive any communication from them after buying a very pricey ring. Do yourself a favor and get yourself a ThunderFit ring. You will not be disappointed.;Super comfortable rings at a great price!,I bought a QALO with a cool style. However, the ring was really tight and the lack of air flow made the base of my finger get pruney. These rings, however, have been great. They also have a great warranty that can't be beat. Their customer service is top-notch and their follow up blows QALO out of the water. I have yet to receive any communication from them after buying a very pricey ring. Do yourself a favor and get yourself a ThunderFit ring. You will not be disappointed.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on July 18, 2020;5;Best silicone ring option;Iâ€™m really impressed by these rings. I jumped on the silicone ring trend early getting a Qalo free from a rep trying to get them in the stores. Iâ€™m very active, so the concept was perfect but flawed. My finger had a permanent soft pruned ring around the skin, & strikes me as unhealthy. The ThunderFit rings with breathable grooves fixed this issue. These are great rings at an excellent value. The step edge give them a little nicer look compared to the all smooth ones as well. Highly recommended;Best silicone ring option,Iâ€™m really impressed by these rings. I jumped on the silicone ring trend early getting a Qalo free from a rep trying to get them in the stores. Iâ€™m very active, so the concept was perfect but flawed. My finger had a permanent soft pruned ring around the skin, & strikes me as unhealthy. The ThunderFit rings with breathable grooves fixed this issue. These are great rings at an excellent value. The step edge give them a little nicer look compared to the all smooth ones as well. Highly recommended;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on September 10, 2020;5;Please with Purchase - Excellent Customer Service;Ordered the rings but the size was too large. They took care of it and sent me a link to order a smaller size without additional cost to me.New rings arrived and they are just right. Really like the grooves on the inside that help allow airflow through under the ring. Excellent design.These people will take care of you!;Please with Purchase - Excellent Customer Service,Ordered the rings but the size was too large. They took care of it and sent me a link to order a smaller size without additional cost to me.New rings arrived and they are just right. Really like the grooves on the inside that help allow airflow through under the ring. Excellent design.These people will take care of you!;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on July 27, 2020;5;LOVE THESE RINGS!!;My husband loves these! The 1st set we bought were too big. We were offered another set in the correct size FOR FREE! My husband has been telling all his friends that they fit well, they don't slip off whether working in the yard or working on his car and if so some reason he does loose one he's not worried about replacing it. Best buy ever!;LOVE THESE RINGS!!,My husband loves these! The 1st set we bought were too big. We were offered another set in the correct size FOR FREE! My husband has been telling all his friends that they fit well, they don't slip off whether working in the yard or working on his car and if so some reason he does loose one he's not worried about replacing it. Best buy ever!;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on November 20, 2020;5;Better that the 30 dollar rings for a lot less;I have been using Groove and another silicon ring brand for 2+ years now and have gone through at least 5 or 6. They would always crack and eventually break in half. These are far less money, feel the same, and hold up even better. Still on the first of the four pack and not a crack. The inner grooves work excellent at keeping the moisture out and donâ€™t eat away at my finger. Wish I started buying these earlier.;Better that the 30 dollar rings for a lot less,I have been using Groove and another silicon ring brand for 2+ years now and have gone through at least 5 or 6. They would always crack and eventually break in half. These are far less money, feel the same, and hold up even better. Still on the first of the four pack and not a crack. The inner grooves work excellent at keeping the moisture out and donâ€™t eat away at my finger. Wish I started buying these earlier.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on April 12, 2020;5;Wished it existed 34 years ago.;"My husband says the ring is very comfortable. It slips on and off over big knuckles easily but doesn't fall off. He has worn it while tearing apart a small motor and it didn't get caught on anything or damaged. He says it cleaned up easy to afterward. He says if these had been available 34 years ago, he would not have a ""hard"" ring. Thanks for a great product.";"Wished it existed 34 years ago.,My husband says the ring is very comfortable. It slips on and off over big knuckles easily but doesn't fall off. He has worn it while tearing apart a small motor and it didn't get caught on anything or damaged. He says it cleaned up easy to afterward. He says if these had been available 34 years ago, he would not have a ""hard"" ring. Thanks for a great product.";;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on March 7, 2020;5;Awesome product and even better customer service!;Awesome product and even better customer service!The rings are all very comfortable for all day wear, in hot conditions where my fingers sweat and swell it remained comfortable throughout.I contacted the company on delivery to let them know that the ring size I'd ordered was a bit tight and straight away I had a second set in the size up sent out. I'm really impressed with their customer service and product to boot!Thanks so much.;Awesome product and even better customer service!,Awesome product and even better customer service!The rings are all very comfortable for all day wear, in hot conditions where my fingers sweat and swell it remained comfortable throughout.I contacted the company on delivery to let them know that the ring size I'd ordered was a bit tight and straight away I had a second set in the size up sent out. I'm really impressed with their customer service and product to boot!Thanks so much.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on July 19, 2020;5;Just the right touch.;I got these for me and my wife to wear while we are working. We have a small hobby farm and do not like to wear our metal rings for safety. These rings do the job for us. Wish we would have done this sooner.;Just the right touch.,I got these for me and my wife to wear while we are working. We have a small hobby farm and do not like to wear our metal rings for safety. These rings do the job for us. Wish we would have done this sooner.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on October 18, 2020;5;Recommend!;Comfortable;Recommend!,Comfortable;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on May 8, 2021;5;Buy this one;He loves this one over the other pack I bought. Word of advice men &woman if you go silicon route over real jewelry.. make sure your silicone ring is like this has a lip around the ring & has the grooves inside the band so it dont come off. Husband 1st one did not have that & hecame home one day realized it was gone. So you want the grooves men especially if you are in any type of construction trade. This is what you want;Buy this one,He loves this one over the other pack I bought. Word of advice men &woman if you go silicon route over real jewelry.. make sure your silicone ring is like this has a lip around the ring & has the grooves inside the band so it dont come off. Husband 1st one did not have that & hecame home one day realized it was gone. So you want the grooves men especially if you are in any type of construction trade. This is what you want;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on March 9, 2021;5;ring fits just right;my girlfriend loved her ring and flexibility;ring fits just right,my girlfriend loved her ring and flexibility;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on May 18, 2021;5;Good Rings, Great Customer Service;I bought these because I do a lot of physical activity, including weightlifting. I often still take the ring off with many barbell related exercises and keep these in my pocket. More often than I'd like to admit I lose these rings, so it's awesome to find a bulk cost effective option for when I lose them.Overall decent airflow underneath the ring (I haven't found any that are amazing). It's still better to turn it inside out to air dry after washing your hands though.What made this a full 5 star rating was the company sent a free replacement when the size I ordered felt a little too small.;Good Rings, Great Customer Service,I bought these because I do a lot of physical activity, including weightlifting. I often still take the ring off with many barbell related exercises and keep these in my pocket. More often than I'd like to admit I lose these rings, so it's awesome to find a bulk cost effective option for when I lose them.Overall decent airflow underneath the ring (I haven't found any that are amazing). It's still better to turn it inside out to air dry after washing your hands though.What made this a full 5 star rating was the company sent a free replacement when the size I ordered felt a little too small.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on October 29, 2020;5;I Was Totally Blown Away;This product definitely lived up to its product description but the thing that impressed me the most was the email I received from the seller. They told me that if the product wasn't what I wanted it would be refunded 100% with no questions asked and if it didn't fit they would send me the correct size and not even ask for the smaller ones back...What? I was totally blown away. I will say that when they arrived they were exactly what we were looking for and there was no need to request a refund or change size. You won't be disappointed with this product or it's customer service.;I Was Totally Blown Away,This product definitely lived up to its product description but the thing that impressed me the most was the email I received from the seller. They told me that if the product wasn't what I wanted it would be refunded 100% with no questions asked and if it didn't fit they would send me the correct size and not even ask for the smaller ones back...What? I was totally blown away. I will say that when they arrived they were exactly what we were looking for and there was no need to request a refund or change size. You won't be disappointed with this product or it's customer service.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on March 29, 2021;5;Wedding Ring Replacement;I started to develop tendonitis on my ring finger which led to some swelling of the finger. So I removed my wedding ring so it would not need to be cut off and bought two sets of silicone wedding rings.The two sets I order was this one and another set from the same vendor which did not have any airflow options. I like both sets but I am unsure if the airflow really does anything. So for a value for you money I would recommend the non-airflow model.Either way I like these rings and I have been switching them daily for some variety.;Wedding Ring Replacement,I started to develop tendonitis on my ring finger which led to some swelling of the finger. So I removed my wedding ring so it would not need to be cut off and bought two sets of silicone wedding rings.The two sets I order was this one and another set from the same vendor which did not have any airflow options. I like both sets but I am unsure if the airflow really does anything. So for a value for you money I would recommend the non-airflow model.Either way I like these rings and I have been switching them daily for some variety.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on October 29, 2020;5;Doesn't Snag;I ordered these rings for my husband because he has had problems with the normal ring getting caught on equipment and snagging. After the last time, I told him that if he insisted on wearing his ring,we needed to try these silicone rings. He loves them, and says that they are very comfortable and that his band doesn't get snagged on things anymore. I never thought that he would be one to switch rings to go with different outfits since he's been wearing a band for 40 years, but he gets a kick out of having the opportunity to switch to a different one.;Doesn't Snag,I ordered these rings for my husband because he has had problems with the normal ring getting caught on equipment and snagging. After the last time, I told him that if he insisted on wearing his ring,we needed to try these silicone rings. He loves them, and says that they are very comfortable and that his band doesn't get snagged on things anymore. I never thought that he would be one to switch rings to go with different outfits since he's been wearing a band for 40 years, but he gets a kick out of having the opportunity to switch to a different one.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on February 23, 2021;5;Awesome customer service;I ordered these for my husband as an alternative to his gold wedding band. I ordered a size up since he doesnâ€™t like a snug fit and some of the reviews suggested sizing up due to the material. Unfortunately the rigs were just too loose, so I contacted customer support for a replacement in a size down (his true ring size). They responded to me in than 24 hours and provided me a code to order the correct size at no cost. The customer service was awesome and I will definitely be ordering from them again just based on how well they treat their customers.;Awesome customer service,I ordered these for my husband as an alternative to his gold wedding band. I ordered a size up since he doesnâ€™t like a snug fit and some of the reviews suggested sizing up due to the material. Unfortunately the rigs were just too loose, so I contacted customer support for a replacement in a size down (his true ring size). They responded to me in than 24 hours and provided me a code to order the correct size at no cost. The customer service was awesome and I will definitely be ordering from them again just based on how well they treat their customers.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on July 26, 2020;5;Ring feels great and the ThunderFit is definitely will to work with you as you figure out your size;As I had never ordered a silicone ring before, I was unsure what size would work. Upon measuring my finger, my original order was for the 12.5-13 (22.2mm)) Airflow ring but upon receiving the ring, I found it was a little too big. I did not have any trouble reaching out to ThunderFit as they were very kind to reach out to me first to make sure the product was what i had expected. Once I told them my situation, they worked with me to get a corrected size and now, all is great. I would highly recommend this product and company to anyone who is considering purchasing a Silicone ring.;Ring feels great and the ThunderFit is definitely will to work with you as you figure out your size,As I had never ordered a silicone ring before, I was unsure what size would work. Upon measuring my finger, my original order was for the 12.5-13 (22.2mm)) Airflow ring but upon receiving the ring, I found it was a little too big. I did not have any trouble reaching out to ThunderFit as they were very kind to reach out to me first to make sure the product was what i had expected. Once I told them my situation, they worked with me to get a corrected size and now, all is great. I would highly recommend this product and company to anyone who is considering purchasing a Silicone ring.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on April 1, 2021;5;Fast shipping, go 1/2 size up from your ordinary ring size.;I bought these to wear for work when I get married in a few months. My dad lost his finger because of his wedding ring and thatâ€™s not a tradition Iâ€™d like to keep going. I wear a size 10 ring and read they ran small so I ordered a 10.5-11 and they fit perfectly, snug but not overly tight. The shipping was fast and they look great, the price was right for a 4pk weâ€™ll see how they hold up in an industrial environment once Iâ€™m married. My fiancÃ© liked the look of them and liked the idea of me wearing these instead of nothing at work lol.;Fast shipping, go 1/2 size up from your ordinary ring size.,I bought these to wear for work when I get married in a few months. My dad lost his finger because of his wedding ring and thatâ€™s not a tradition Iâ€™d like to keep going. I wear a size 10 ring and read they ran small so I ordered a 10.5-11 and they fit perfectly, snug but not overly tight. The shipping was fast and they look great, the price was right for a 4pk weâ€™ll see how they hold up in an industrial environment once Iâ€™m married. My fiancÃ© liked the look of them and liked the idea of me wearing these instead of nothing at work lol.;;;;;;;;;;;;;;;;;;;;;
Reviewed in the United States on April 2, 2021;5;Great Ring;Fits well, doesn't slide off, and doesn't scratch surfaces while I'm working. Best of all I don't have to worry about loosing it since its cheap. I've worn this ring for over a week and there is no odor like in some commercials say about silicone rings. I may need to wear it longer but I can't imagine its something that wont come off with a little soap and water. Honestly I'm not sure what I was really expecting but it looks like dull silicone like what you would see on a spatula. The ring looks better in the pictures but I would buy it again if I loose it, maybe in a different color.;Great Ring,Fits well, doesn't slide off, and doesn't scratch surfaces while I'm working. Best of all I don't have to worry about loosing it since its cheap. I've worn this ring for over a week and there is no odor like in some commercials say about silicone rings. I may need to wear it longer but I can't imagine its something that wont come off with a little soap and water. Honestly I'm not sure what I was really expecting but it looks like dull silicone like what you would see on a spatula. The ring looks better in the pictures but I would buy it again if I loose it, maybe in a different color.;;;;;;;;;;;;;;;;;;;;;
